sample_date,block,plot,treatment,crop,field_time,sample_number,bed_location,direction,rod_length_in,notes,tdr_dattime,vwc_percent,period,EC,soil_temp_C,soil_temp_F,Temp_IR,Temp_IR(F),Latitude,Longitude,Satellites,Fix,Rod Length,Soil Type,VWC Mode,HDoP
6/22/2023,1,H,SM,FC,,,edge,,8,,6/22/2023 10:08,10.7,2563,0.06,39.1,102.4,,,,,,,,,,
6/22/2023,1,H,SM,FC,,,edge,,8,,6/22/2023 10:08,9.2,2511,0.03,39.1,102.3,,,,,,,,,,
6/22/2023,1,H,SM,FC,,,hose,,8,,6/22/2023 10:08,21,2936,0.14,39.2,102.5,,,,,,,,,,
6/22/2023,1,H,SM,FC,,,hose,,8,,6/22/2023 10:09,23.4,3021,0.14,38.8,101.8,,,,,,,,,,
6/22/2023,1,H,SM,FC,,,hose,,8,,6/22/2023 10:09,25.8,3106,0.17,38.7,101.7,,,,,,,,,,
6/22/2023,1,I,BM,DB,10:09,,edge,,8,,6/22/2023 10:09,8.7,2490,0.02,38.1,100.6,,,,,,,,,,
6/22/2023,1,I,BM,DB,,,edge,,8,,6/22/2023 10:10,7.6,2452,0.02,38.1,100.5,,,,,,,,,,
6/22/2023,1,I,BM,DB,,,edge,,8,,6/22/2023 10:10,8.3,2476,0.03,37.9,100.2,,,,,,,,,,
6/22/2023,1,I,BM,DB,,,hose,,8,,6/22/2023 10:10,21.9,2967,0.14,37.7,99.8,,,,,,,,,,
6/22/2023,1,I,BM,DB,,,hose,,8,,6/22/2023 10:10,23.5,3023,0.14,37.4,99.3,,,,,,,,,,
6/22/2023,1,I,BM,DB,,,hose,,8,,6/22/2023 10:10,19.4,2876,0.11,37.3,99.2,,,,,,,,,,
6/22/2023,2,A,CM,FC,10:15,,edge,,8,,6/22/2023 10:15,12.4,2623,0.07,36.4,97.5,,,,,,,,,,
6/22/2023,2,A,CM,FC,,,edge,,8,,6/22/2023 10:15,9.7,2529,0.05,36.4,97.6,,,,,,,,,,
6/22/2023,2,A,CM,FC,,,edge,,8,,6/22/2023 10:15,5.1,2361,0,36.4,97.6,,,,,,,,,,
6/22/2023,2,A,CM,FC,,,hose,,8,,6/22/2023 10:16,14.3,2693,0.07,36.4,97.6,,,,,,,,,,
6/22/2023,2,A,CM,FC,,,hose,,8,,6/22/2023 10:16,11.4,2587,0.06,36.5,97.6,,,,,,,,,,
6/22/2023,2,A,CM,FC,,,hose,,8,,6/22/2023 10:17,19,2864,0.09,36.5,97.8,,,,,,,,,,
6/22/2023,2,B,SM,DB,10:17,,edge,,8,,6/22/2023 10:17,15.5,2737,0.09,36.7,98,,,,,,,,,,
6/22/2023,2,B,SM,DB,,,edge,,8,,6/22/2023 10:17,10.9,2572,0.05,36.7,98,,,,,,,,,,
6/22/2023,2,B,SM,DB,,,edge,,8,,6/22/2023 10:18,6.5,2414,0.02,36.6,97.9,,,,,,,,,,
6/22/2023,2,B,SM,DB,,,hose,,8,,6/22/2023 10:18,21.6,2957,0.12,36.6,97.9,,,,,,,,,,
6/22/2023,2,B,SM,DB,,,hose,,8,,6/22/2023 10:18,21.3,2944,0.14,36.6,97.8,,,,,,,,,,
6/22/2023,2,B,SM,DB,,,hose,,8,,6/22/2023 10:18,23.3,3017,0.13,36.5,97.6,,,,,,,,,,
6/22/2023,2,C,CM,AS,10:19,,edge,,8,,6/22/2023 10:18,9.2,2508,0,36.5,97.6,,,,,,,,,,
6/22/2023,2,C,CM,AS,,,edge,,8,,6/22/2023 10:19,9.8,2530,0.03,36.5,97.6,,,,,,,,,,
6/22/2023,2,C,CM,AS,,,edge,,8,,6/22/2023 10:20,7,2432,0.02,36.4,97.5,,,,,,,,,,
6/22/2023,2,C,CM,AS,,,hose,,8,,6/22/2023 10:20,26.1,3118,0.17,36.3,97.3,,,,,,,,,,
6/22/2023,2,C,CM,AS,,,hose,,8,,6/22/2023 10:20,24.2,3049,0.15,36.1,97,,,,,,,,,,
6/22/2023,2,C,CM,AS,,,hose,,8,,6/22/2023 10:21,27.7,3177,0.18,36.1,97,,,,,,,,,,
6/22/2023,2,D,BM,FC,10:22,,edge,,8,,6/22/2023 10:21,15.3,2730,0.09,36.8,98.2,,,,,,,,,,
6/22/2023,2,D,BM,FC,,,edge,,8,,6/22/2023 10:21,5.3,2370,0.02,36.9,98.4,,,,,,,,,,
6/22/2023,2,D,BM,FC,,,edge,,8,,6/22/2023 10:22,7.7,2456,0.03,36.8,98.3,,,,,,,,,,
6/22/2023,2,D,BM,FC,,,hose,,8,,6/22/2023 10:22,25.3,3090,0.14,36.8,98.3,,,,,,,,,,
6/22/2023,2,D,BM,FC,,,hose,,8,,6/22/2023 10:22,26.8,3142,0.15,36.7,98.1,,,,,,,,,,
6/22/2023,2,D,BM,FC,,,hose,,8,,6/22/2023 10:22,25,3079,0.16,36.5,97.8,,,,,,,,,,
6/22/2023,2,E,BM,DB,10:24,,edge,,8,,6/22/2023 10:24,5.7,2384,0.03,37.1,98.7,,,,,,,,,,
6/22/2023,2,E,BM,DB,,,edge,,8,,6/22/2023 10:24,7.9,2462,0,36.7,98.1,,,,,,,,,,
6/22/2023,2,E,BM,DB,,,edge,,8,,6/22/2023 10:25,5.8,2387,0.03,36.7,98,,,,,,,,,,
6/22/2023,2,E,BM,DB,,,hose,,8,,6/22/2023 10:25,19.1,2865,0.1,36.7,98,,,,,,,,,,
6/22/2023,2,E,BM,DB,,,hose,,8,,6/22/2023 10:25,20.7,2923,0.13,36.3,97.3,,,,,,,,,,
6/22/2023,2,E,BM,DB,,,hose,,8,,6/22/2023 10:25,21,2935,0.13,36.2,97.2,,,,,,,,,,
6/22/2023,2,F,CM,AS,10:26,,edge,,8,,6/22/2023 10:26,7.5,2450,0.03,36.1,97,,,,,,,,,,
6/22/2023,2,F,CM,AS,,,edge,,8,,6/22/2023 10:26,10.4,2554,0.04,36.2,97.1,,,,,,,,,,
6/22/2023,2,F,CM,AS,,,edge,,8,,6/22/2023 10:26,9.6,2523,0.04,36.4,97.6,,,,,,,,,,
6/22/2023,2,F,CM,AS,,,hose,,8,,6/22/2023 10:26,24.7,3067,0.16,36.6,97.8,,,,,,,,,,
6/22/2023,2,F,CM,AS,,,hose,,8,,6/22/2023 10:26,24.1,3047,0.16,36.6,97.8,,,,,,,,,,
6/22/2023,2,F,CM,AS,,,hose,,8,,6/22/2023 10:26,23.9,3040,0.17,36.5,97.6,,,,,,,,,,
6/22/2023,2,G,SM,FC,10:38,,edge,,8,,6/22/2023 10:38,7.9,2464,0.04,40.1,104.1,,,,,,,,,,
6/22/2023,2,G,SM,FC,,,edge,,8,,6/22/2023 10:38,6.9,2427,0.05,39.8,103.6,,,,,,,,,,
6/22/2023,2,G,SM,FC,,,edge,,8,,6/22/2023 10:38,6.8,2422,0.02,39.8,103.6,,,,,,,,,,
6/22/2023,2,G,SM,FC,,,hose,,8,,6/22/2023 10:39,18.6,2848,0.12,39.8,103.7,,,,,,,,,,
6/22/2023,2,G,SM,FC,,,hose,,8,,6/22/2023 10:39,24.3,3053,0.16,39.8,103.7,,,,,,,,,,
6/22/2023,2,G,SM,FC,,,hose,,8,,6/22/2023 10:39,18.6,2847,0.11,39.8,103.7,,,,,,,,,,
6/22/2023,2,H,CM,DB,10:40,,edge,,8,,6/22/2023 10:40,9.1,2507,0.04,38.3,101,,,,,,,,,,
6/22/2023,2,H,CM,DB,,,edge,,8,,6/22/2023 10:41,6.5,2411,0,38.2,100.8,,,,,,,,,,
6/22/2023,2,H,CM,DB,,,edge,,8,,6/22/2023 10:41,10.2,2544,0.04,38.2,100.8,,,,,,,,,,
6/22/2023,2,H,CM,DB,,,hose,,8,,6/22/2023 10:41,24,3041,0.11,38.2,100.8,,,,,,,,,,
6/22/2023,2,H,CM,DB,,,hose,,8,,6/22/2023 10:41,20.7,2923,0.1,38.1,100.6,,,,,,,,,,
6/22/2023,2,H,CM,DB,,,hose,,8,,6/22/2023 10:42,18.2,2835,0.11,37.9,100.3,,,,,,,,,,
6/22/2023,2,I,SM,AS,10:42,,edge,,8,,6/22/2023 10:42,6.9,2428,0.03,38.6,101.4,,,,,,,,,,
6/22/2023,2,I,SM,AS,,,edge,,8,,6/22/2023 10:42,10.2,2545,0.04,38.6,101.4,,,,,,,,,,
6/22/2023,2,I,SM,AS,,,edge,,8,,6/22/2023 10:42,8.7,2493,0.03,38.6,101.4,,,,,,,,,,
6/22/2023,2,I,SM,AS,,,hose,,8,,6/22/2023 10:42,14.7,2708,0.05,38.8,101.8,,,,,,,,,,
6/22/2023,2,I,SM,AS,,,hose,,8,,6/22/2023 10:43,20.4,2913,0.12,38.7,101.6,,,,,,,,,,
6/22/2023,2,I,SM,AS,,111,hose,,8,,6/22/2023 10:43,22.2,2979,0.16,38.5,101.3,,,,,,,,,,
6/22/2023,3,A,BM,DB,10:48,,edge,,8,,6/22/2023 10:48,7,2432,0,37.2,98.9,,,,,,,,,,
6/22/2023,3,A,BM,DB,,,edge,,8,,6/22/2023 10:48,8.3,2476,0.02,37.2,98.9,,,,,,,,,,
6/22/2023,3,A,BM,DB,,,edge,,8,,6/22/2023 10:48,8.4,2479,0.02,37.3,99.1,,,,,,,,,,
6/22/2023,3,A,BM,DB,,,hose,,8,,6/22/2023 10:48,22.6,2993,0.12,37.3,99.2,,,,,,,,,,
6/22/2023,3,A,BM,DB,,,hose,,8,,6/22/2023 10:48,20.8,2927,0.13,37.1,98.8,,,,,,,,,,
6/22/2023,3,A,BM,DB,,,hose,,8,,6/22/2023 10:48,23.9,3040,0.12,37,98.5,,,,,,,,,,
6/22/2023,3,B,CM,FC,10:50,,edge,,8,,6/22/2023 10:50,13.1,2650,0.08,36.6,97.8,,,,,,,,,,
6/22/2023,3,B,CM,FC,,,edge,,8,,6/22/2023 10:50,11.7,2600,0.05,36.5,97.7,,,,,,,,,,
6/22/2023,3,B,CM,FC,,,edge,,8,,6/22/2023 10:50,10.3,2548,0.04,36.4,97.5,,,,,,,,,,
6/22/2023,3,B,CM,FC,,,hose,,8,,6/22/2023 10:51,21.3,2945,0.13,36.4,97.5,,,,,,,,,,
6/22/2023,3,B,CM,FC,,,hose,,8,,6/22/2023 10:51,24.3,3054,0.16,36.2,97.2,,,,,,,,,,
6/22/2023,3,B,CM,FC,,,hose,,8,,6/22/2023 10:51,25.9,3110,0.16,36,96.8,,,,,,,,,,
6/22/2023,3,C,SM,AS,10:52,,edge,,8,,6/22/2023 10:52,11,2576,0.03,36,96.9,,,,,,,,,,
6/22/2023,3,C,SM,AS,,,edge,,8,,6/22/2023 10:52,10.1,2543,0.03,36.1,97,,,,,,,,,,
6/22/2023,3,C,SM,AS,,,edge,,8,,6/22/2023 10:53,6.3,2405,0.03,36.1,96.9,,,,,,,,,,
6/22/2023,3,C,SM,AS,,,hose,,8,,6/22/2023 10:53,19.8,2892,0.12,36.1,96.9,,,,,,,,,,
6/22/2023,3,C,SM,AS,,,hose,,8,,6/22/2023 10:53,27.3,3162,0.14,35.8,96.4,,,,,,,,,,
6/22/2023,3,C,SM,AS,,,hose,,8,,6/22/2023 10:53,31.5,3314,0.19,35.6,96,,,,,,,,,,
6/22/2023,3,D,SM,DB,10:55,130,edge,,8,,6/22/2023 10:55,7.3,2442,0.02,35.6,96.1,,,,,,,,,,
6/22/2023,3,D,SM,DB,,,edge,,8,,6/22/2023 10:55,7.2,2437,0,35.6,96.1,,,,,,,,,,
6/22/2023,3,D,SM,DB,,,edge,,8,,6/22/2023 10:55,10.8,2566,0.06,36,96.7,,,,,,,,,,
6/22/2023,3,D,SM,DB,,,hose,,8,,6/22/2023 10:55,20.3,2910,0.1,36,96.8,,,,,,,,,,
6/22/2023,3,D,SM,DB,,,hose,,8,,6/22/2023 10:55,24.7,3069,0.15,35.7,96.2,,,,,,,,,,
6/22/2023,3,D,SM,DB,,,hose,,8,,6/22/2023 10:56,22.8,2998,0.15,35.6,96.1,,,,,,,,,,
6/22/2023,3,E,BM,FC,10:57,,edge,,8,,6/22/2023 10:57,8.8,2494,0.04,35.9,96.6,,,,,,,,,,
6/22/2023,3,E,BM,FC,,,edge,,8,,6/22/2023 10:57,8.8,2495,0,35.9,96.6,,,,,,,,,,
6/22/2023,3,E,BM,FC,,,edge,,8,,6/22/2023 10:57,8.1,2469,0.03,36,96.7,,,,,,,,,,
6/22/2023,3,E,BM,FC,,,hose,,8,,6/22/2023 10:57,24.1,3045,0.12,36.1,97,,,,,,,,,,
6/22/2023,3,E,BM,FC,,,hose,,8,,6/22/2023 10:57,23.5,3025,0.12,36,96.7,,,,,,,,,,
6/22/2023,3,E,BM,FC,,,hose,,8,,6/22/2023 10:57,24.2,3048,0.13,36.1,97,,,,,,,,,,
6/22/2023,3,F,BM,AS,10:58,,edge,,8,,6/22/2023 10:58,8.7,2493,0.04,37.4,99.3,,,,,,,,,,
6/22/2023,3,F,BM,AS,,,edge,,8,,6/22/2023 10:58,6.2,2402,0.02,37.3,99.1,,,,,,,,,,
6/22/2023,3,F,BM,AS,,,edge,,8,,6/22/2023 10:58,11.5,2591,0.06,37.1,98.7,,,,,,,,,,
6/22/2023,3,F,BM,AS,,,hose,,8,,6/22/2023 10:58,22.6,2991,0.12,37.1,98.7,,,,,,,,,,
6/22/2023,3,F,BM,AS,,,hose,,8,,6/22/2023 10:58,26,3114,0.17,36.8,98.3,,,,,,,,,,
6/22/2023,3,F,BM,AS,,,hose,,8,,6/22/2023 10:58,25.3,3089,0.15,36.7,98.1,,,,,,,,,,
6/22/2023,3,G,CM,DB,10:59,148,edge,,8,,6/22/2023 10:59,9.9,2536,0.05,36.5,97.6,,,,,,,,,,
6/22/2023,3,G,CM,DB,,,edge,,8,,6/22/2023 10:59,11,2576,0.05,36.4,97.6,,,,,,,,,,
6/22/2023,3,G,CM,DB,,,edge,,8,,6/22/2023 10:59,6.3,2406,0.02,36.4,97.5,,,,,,,,,,
6/22/2023,3,G,CM,DB,,,hose,,8,,6/22/2023 11:00,22.7,2997,0.16,36.2,97.2,,,,,,,,,,
6/22/2023,3,G,CM,DB,,,hose,,8,,6/22/2023 11:00,24.5,3060,0.14,36.1,97,,,,,,,,,,
6/22/2023,3,G,CM,DB,,,hose,,8,,6/22/2023 11:01,21.5,2953,0.12,35.9,96.6,,,,,,,,,,
6/22/2023,3,H,SM,FC,11:01,,edge,,8,,6/22/2023 11:01,8.8,2494,0.03,36.7,98.1,,,,,,,,,,
6/22/2023,3,H,SM,FC,,,edge,,8,,6/22/2023 11:01,8.4,2480,0.03,36.7,98.1,,,,,,,,,,
6/22/2023,3,H,SM,FC,,,edge,,8,,6/22/2023 11:02,7.4,2446,0.02,36.7,98.1,,,,,,,,,,
6/22/2023,3,H,SM,FC,,,hose,,8,,6/22/2023 11:02,20.2,2905,0.12,36.8,98.3,,,,,,,,,,
6/22/2023,3,H,SM,FC,,,hose,,8,,6/22/2023 11:02,21.5,2952,0.09,36.7,98.1,,,,,,,,,,
6/22/2023,3,H,SM,FC,,,hose,,8,,6/22/2023 11:02,21.8,2964,0.12,36.6,97.8,,,,,,,,,,
6/22/2023,3,I,CM,AS,11:03,,edge,,8,,6/22/2023 11:03,11.1,2577,0.06,36.2,97.2,,,,,,,,,,
6/22/2023,3,I,CM,AS,,,edge,,8,,6/22/2023 11:03,9.7,2527,0.05,36.1,97,,,,,,,,,,
6/22/2023,3,I,CM,AS,,,edge,,8,,6/22/2023 11:03,10.4,2552,0.06,36.1,97,,,,,,,,,,
6/22/2023,3,I,CM,AS,,,hose,,8,,6/22/2023 11:04,28.1,3189,0.21,36.2,97.1,,,,,,,,,,
6/22/2023,3,I,CM,AS,,,hose,,8,,6/22/2023 11:04,19.1,2865,0.07,36.1,97,,,,,,,,,,
6/22/2023,3,I,CM,AS,,,hose,,8,,6/22/2023 11:04,26.4,3130,0.16,36,96.8,,,,,,,,,,
6/22/2023,4,A,SM,FC,11:10,,edge,,8,,6/22/2023 11:10,12.1,2615,0,38.7,101.7,,,,,,,,,,
6/22/2023,4,A,SM,FC,,,edge,,8,,6/22/2023 11:10,13.9,2680,0.07,38.8,101.9,,,,,,,,,,
6/22/2023,4,A,SM,FC,,,edge,,8,,6/22/2023 11:10,10,2537,0.03,38.9,102,,,,,,,,,,
6/22/2023,4,A,SM,FC,,,hose,,8,,6/22/2023 11:10,28.2,3195,0.16,39,102.2,,,,,,,,,,
6/22/2023,4,A,SM,FC,,,hose,,8,,6/22/2023 11:11,30.4,3271,0.17,38.9,102.1,,,,,,,,,,
6/22/2023,4,A,SM,FC,,,hose,,8,,6/22/2023 11:11,23.4,3020,0.13,38.7,101.7,,,,,,,,,,
6/22/2023,4,B,CM,DB,11:12,,edge,,8,,6/22/2023 11:11,24.1,3045,0.16,38.5,101.3,,,,,,,,,,
6/22/2023,4,B,CM,DB,,,edge,,8,,6/22/2023 11:11,10.9,2570,0.02,38.3,101,,,,,,,,,,
6/22/2023,4,B,CM,DB,,,edge,,8,,6/22/2023 11:12,8.7,2492,0.03,38.2,100.7,,,,,,,,,,
6/22/2023,4,B,CM,DB,,,hose,,8,,6/22/2023 11:12,25.3,3089,0.15,38.2,100.7,,,,,,,,,,
6/22/2023,4,B,CM,DB,,,hose,,8,,6/22/2023 11:12,24,3041,0.16,38.1,100.6,,,,,,,,,,
6/22/2023,4,B,CM,DB,,,hose,,8,,6/22/2023 11:12,27.4,3164,0.21,37.9,100.3,,,,,,,,,,
6/22/2023,4,C,BM,AS,11:13,,edge,,8,,6/22/2023 11:13,7.8,2458,0.03,37.9,100.1,,,,,,,,,,
6/22/2023,4,C,BM,AS,,,edge,,8,,6/22/2023 11:13,9.2,2508,0.04,37.9,100.1,,,,,,,,,,
6/22/2023,4,C,BM,AS,,,edge,,8,,6/22/2023 11:13,12.1,2615,0.08,37.9,100.3,,,,,,,,,,
6/22/2023,4,C,BM,AS,,,hose,,8,,6/22/2023 11:13,26.4,3128,0.18,37.9,100.1,,,,,,,,,,
6/22/2023,4,C,BM,AS,,,hose,,8,,6/22/2023 11:14,26.2,3122,0.16,37.9,100.3,,,,,,,,,,
6/22/2023,4,C,BM,AS,,,hose,,8,,6/22/2023 11:14,22,2970,0.13,37.8,100,,,,,,,,,,
6/22/2023,4,D,BM,FC,11:15,184,edge,,8,,6/22/2023 11:15,8.9,2498,0.02,38.3,101,,,,,,,,,,
6/22/2023,4,D,BM,FC,,,edge,,8,,6/22/2023 11:15,6,2395,0.02,38.4,101.1,,,,,,,,,,
6/22/2023,4,D,BM,FC,,,edge,,8,,6/22/2023 11:15,5.2,2366,0,38.5,101.2,,,,,,,,,,
6/22/2023,4,D,BM,FC,,,hose,,8,,6/22/2023 11:16,24.7,3067,0.14,38.2,100.7,,,,,,,,,,
6/22/2023,4,D,BM,FC,,,hose,,8,,6/22/2023 11:16,26.5,3132,0.12,37.8,100.1,,,,,,,,,,
6/22/2023,4,D,BM,FC,,,hose,,8,,6/22/2023 11:16,24.9,3074,0.12,37.8,100,,,,,,,,,,
6/22/2023,4,E,BM,DB,11:17,,edge,,8,,6/22/2023 11:16,7.6,2451,0.03,37.6,99.7,,,,,,,,,,
6/22/2023,4,E,BM,DB,,,edge,,8,,6/22/2023 11:17,9,2504,0.05,37.7,99.8,,,,,,,,,,
6/22/2023,4,E,BM,DB,,,edge,,8,,6/22/2023 11:17,8.4,2479,0.04,37.5,99.6,,,,,,,,,,
6/22/2023,4,E,BM,DB,,,hose,,8,,6/22/2023 11:17,24.4,3058,0.17,37.4,99.3,,,,,,,,,,
6/22/2023,4,E,BM,DB,,,hose,,8,,6/22/2023 11:17,17.6,2813,0.07,37.4,99.3,,,,,,,,,,
6/22/2023,4,E,BM,DB,,,hose,,8,,6/22/2023 11:19,20.3,2908,0.14,36.8,98.2,,,,,,,,,,
6/22/2023,4,F,SM,AS,11:20,,edge,,8,,6/22/2023 11:20,6.5,2411,0.02,36.5,97.6,,,,,,,,,,
6/22/2023,4,F,SM,AS,,,edge,,8,,6/22/2023 11:20,8.4,2482,0.03,36.5,97.8,,,,,,,,,,
6/22/2023,4,F,SM,AS,,,edge,,8,,6/22/2023 11:20,11.4,2589,0.07,36.6,97.9,,,,,,,,,,
6/22/2023,4,F,SM,AS,,,hose,,8,,6/22/2023 11:20,20.9,2931,0.1,36.8,98.2,,,,,,,,,,
6/22/2023,4,F,SM,AS,,,hose,,8,,6/22/2023 11:20,22.3,2981,0.14,36.7,98,,,,,,,,,,
6/22/2023,4,F,SM,AS,,,hose,,8,,6/22/2023 11:21,22.7,2994,0.15,36.5,97.6,,,,,,,,,,
6/22/2023,4,G,CM,FC,11:21,,edge,,8,,6/22/2023 11:21,14.5,2701,0.1,36.3,97.4,,,,,,,,,,
6/22/2023,4,G,CM,FC,,,edge,,8,,6/22/2023 11:22,9.1,2506,0,36.2,97.2,,,,,,,,,,
6/22/2023,4,G,CM,FC,,,edge,,8,,6/22/2023 11:22,15.8,2748,0.11,36,96.9,,,,,,,,,,
6/22/2023,4,G,CM,FC,,,hose,,8,,6/22/2023 11:22,22.2,2979,0.15,36.1,97,,,,,,,,,,
6/22/2023,4,G,CM,FC,,,hose,,8,,6/22/2023 11:22,22,2970,0.2,36,96.7,,,,,,,,,,
6/22/2023,4,G,CM,FC,,,hose,,8,,6/22/2023 11:23,24.9,3074,0.23,35.9,96.6,,,,,,,,,,
6/22/2023,4,H,SM,DB,11:24,,edge,,8,,6/22/2023 11:24,6.2,2400,0.14,35.8,96.5,,,,,,,,,,
6/22/2023,4,H,SM,DB,,,edge,,8,,6/22/2023 11:24,6.7,2421,0,35.9,96.6,,,,,,,,,,
6/22/2023,4,H,SM,DB,,,edge,,8,,6/22/2023 11:24,8.3,2478,0.02,35.9,96.6,,,,,,,,,,
6/22/2023,4,H,SM,DB,,,hose,,8,,6/22/2023 11:25,18.5,2845,0.11,35.8,96.5,,,,,,,,,,
